id,layer,freq1985,rel_freq1985,buffer,metric1985,value1985,freq2020,rel_freq2020,metric2020,value2020,change_area_ha,change_area_prop,change_iso,change_iso_prop
85,0,798,0.2314385150812065,1000,enn_mn,6.798115409882508e-4,828,0.24013921113689096,enn_mn,0.0010366950426868582,0.27,0.008700696055684465,3.5688350169860736e-4,0.5249741732536656
86,0,2692,1,1000,NA,NA,2692,1,NA,NA,0,0,NA,NA
87,0,1041,0.2732283464566929,1000,enn_mn,0.0011698863569453892,1415,0.37139107611548555,enn_mn,0.0010551014696408806,3.366,0.09816272965879264,-1.1478488730450867e-4,-0.09811627139939959
88,0,2309,0.6054011536444678,1000,enn_mn,7.776605464407298e-4,2190,0.5742003146303094,enn_mn,9.246028010720459e-4,-1.071,-0.031200839014158377,1.469422546313161e-4,0.188954236271668
89,0,3684,0.9654088050314465,1000,enn_mn,NA,3640,0.9538784067085954,enn_mn,6.026082121561965e-4,-0.396,-0.011530398322851187,NA,NA
90,0,3052,0.8006295907660022,1000,enn_mn,8.854963934809084e-4,2973,0.7799055613850997,enn_mn,6.979352983901997e-4,-0.711,-0.020724029380902453,-1.8756109509070868e-4,-0.21181463467445796
91,0,2464,0.6457023060796646,1000,enn_mn,6.824270035044133e-4,2047,0.5364255765199162,enn_mn,0.0014022892271731097,-3.753,-0.10927672955974843,7.198622236686963e-4,1.0548560065355634
92,0,2,5.242463958060288e-4,1000,NA,NA,0,0,NA,NA,-0.018,-5.242463958060288e-4,NA,NA
93,0,2657,0.7068369247140197,1000,enn_mn,5.389891704723482e-4,2631,0.6999201915403033,enn_mn,NA,-0.234,-0.006916733173716438,NA,NA
94,0,2858,0.7493445201887782,1000,enn_mn,0.0011433686922788162,2028,0.5317252228631358,enn_mn,6.341644924494974e-4,-7.47,-0.21761929732564234,-5.092041998293188e-4,-0.4453543316936885
95,0,1743,0.45712037765538943,1000,enn_mn,0.001253306483066109,1498,0.3928665093102544,enn_mn,0.0010131782432199314,-2.205,-0.06425386834513502,-2.4012823984617768e-4,-0.19159578530123303
96,0,3002,0.7871001573151547,1000,enn_mn,NA,3083,0.8083377031987414,enn_mn,0.0019619501950854227,0.729,0.021237545883586728,NA,NA
97,0,0,NA,1000,NA,NA,0,NA,NA,NA,0,NA,NA,NA
98,0,1751,0.45897771952817823,1000,enn_mn,0.007191012446640728,1968,0.5158584534731324,enn_mn,0.0024364617662145692,1.953,0.05688073394495419,-0.004754550680426159,-0.661179592679921
99,0,3626,0.9499607021220854,1000,enn_mn,6.858110435802989e-4,3631,0.9512706313859052,enn_mn,9.716765455259702e-4,0.045,0.0013099292638197868,2.858655019456713e-4,0.4168283736775382
100,0,3649,0.9819698600645855,1000,enn_mn,NA,3613,0.9722820236813778,enn_mn,NA,-0.324,-0.009687836383207693,NA,NA
101,0,1471,0.3858866736621196,1000,enn_mn,7.495596920323717e-4,1814,0.4758656873032529,enn_mn,6.32879222932236e-4,3.087,0.08997901364113331,-1.1668046910013577e-4,-0.15566534638991314
102,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
103,0,1436,0.37670514165792235,1000,enn_mn,0.0012650760823607508,1638,0.4296956977964323,enn_mn,0.0011996193901963727,1.818,0.05299055613850995,-6.545669216437809e-5,-0.051741308745818476
104,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
105,0,3220,0.8429319371727748,1000,enn_mn,5.389891704723482e-4,3203,0.8384816753926702,enn_mn,8.084837557085223e-4,-0.153,-0.0044502617801046584,2.694945852361741e-4,0.5
106,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
107,0,2963,0.7748430962343096,1000,NA,NA,2963,0.7748430962343096,NA,NA,0,0,NA,NA
108,0,239,0.06266386995280546,1000,enn_mn,0.001187387148975214,77,0.020188778185631882,enn_mn,0.0022497610895246723,-1.458,-0.042475091767173574,0.0010623739405494583,0.8947157137976022
109,0,1116,0.29191734240125555,1000,enn_mn,8.153601211124562e-4,790,0.20664399686110385,enn_mn,0.0011676088065945085,-2.934,-0.0852733455401517,3.522486854820523e-4,0.4320160826622883
110,0,3407,0.8897884565160616,1000,enn_mn,7.776584484711359e-4,3618,0.9448942282580308,enn_mn,NA,1.899,0.05510577174196918,NA,NA
111,0,2469,0.9728132387706856,1000,enn_mn,NA,2464,0.970843183609141,enn_mn,NA,-0.045,-0.0019700551615445816,NA,NA
112,0,654,0.23348803998571938,1000,enn_mn,9.132779061022002e-4,571,0.2038557657979293,enn_mn,0.0019727373395090216,-0.747,-0.029632274187790075,0.0010594594334068213,1.1600624807935107
113,0,2309,0.6157333333333334,1000,enn_mn,9.94530942693582e-4,2015,0.5373333333333333,enn_mn,0.0013716220871584793,-2.646,-0.07840000000000003,3.7709114446489726e-4,0.37916481858632345
114,0,80,0.020947892118355592,1000,enn_mn,0.0013912058769010446,109,0.028541503011259493,enn_mn,0.004488512794830911,0.261,0.007593610892903901,0.003097306917929867,2.226346919141268
115,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
116,0,363,1,1000,NA,NA,348,0.9586776859504132,NA,NA,-0.135,-0.04132231404958675,NA,NA
117,0,626,0.5481611208406305,1000,enn_mn,0.0038482769050047203,492,0.4308231173380035,enn_mn,0.0038482769050047203,-1.206,-0.11733800350262702,0,0
118,0,579,0.17293906810035842,1000,enn_mn,0.001060561014334045,314,0.0937873357228196,enn_mn,0.0016597263827398817,-2.385,-0.07915173237753882,5.991653684058367e-4,0.5649513420800866
119,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
120,0,305,0.07971772085729222,1000,enn_mn,8.60223595289605e-4,107,0.027966544694197595,enn_mn,0.0017137669229974207,-1.782,-0.05175117616309462,8.535433277078158e-4,0.992234266046213
121,0,3081,1,1000,NA,NA,3081,1,NA,NA,0,0,NA,NA
122,0,0,0,1000,NA,NA,1238,0.3226479020067761,enn_mn,NA,11.142,0.3226479020067761,NA,NA
123,0,449,0.11726299294855054,1000,enn_mn,0.0027640700010931186,392,0.10237659963436929,enn_mn,0.0018020472369388487,-0.513,-0.014886393314181248,-9.620227641542699e-4,-0.3480457310320703
124,0,499,0.13008342022940564,1000,enn_mn,7.849478616755729e-4,353,0.09202294056308655,enn_mn,0.001737200950784653,-1.314,-0.03806047966631909,9.5225308910908e-4,1.2131418347664167
125,0,3082,0.8030224075039083,1000,enn_mn,NA,3129,0.8152683689421574,enn_mn,NA,0.423,0.012245961438249076,NA,NA
126,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
127,0,1037,0.27040417209908735,1000,enn_mn,0.002112910786112026,901,0.23494132985658409,enn_mn,0.0023684292192511815,-1.224,-0.03546284224250326,2.5551843313915534e-4,0.12093195548939178
128,0,2576,0.6708333333333333,1000,enn_mn,6.253291021597042e-4,2619,0.68203125,enn_mn,7.162810157291109e-4,0.387,0.011197916666666696,9.095191356940668e-5,0.14544647491262652
129,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
130,0,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
131,0,70,0.018200728029121163,1000,enn_mn,5.389891704723482e-4,27,0.0070202808112324495,enn_mn,0.002222309280921535,-0.387,-0.011180447217888714,0.001683320110449187,3.123105625617661
132,0,462,0.12003117692907249,1000,enn_mn,0.0016192879503965048,189,0.049103663289166016,enn_mn,0.001485074782663641,-2.457,-0.07092751363990647,-1.3421316773286384e-4,-0.08288406499906327
133,0,1750,0.45407368967306694,1000,enn_mn,0.001331002659176173,1673,0.434094447327452,enn_mn,0.0030727110328313445,-0.693,-0.019979242345614934,0.0017417083736551715,1.3085686656202518
134,0,1403,0.36394293125810634,1000,enn_mn,NA,1441,0.37380025940337225,enn_mn,0.0013474729261808704,0.342,0.009857328145265909,NA,NA
135,0,31,0.008039419087136929,1000,enn_mn,0.00824935207084637,106,0.027489626556016597,enn_mn,0.001380478342367663,0.675,0.01945020746887967,-0.006868873728478707,-0.8326561491724491
136,0,2730,0.7090909090909091,1000,enn_mn,NA,2730,0.7090909090909091,enn_mn,NA,0,0,NA,NA
137,0,505,0.13093077521389682,1000,enn_mn,9.415998459888636e-4,699,0.18122893440497798,enn_mn,0.0016460067689664825,1.746,0.05029815919108116,7.044069229776189e-4,0.7480958349540235
138,0,3849,1,1000,NA,NA,3849,1,NA,NA,0,0,NA,NA
139,0,44,0.011346054667354307,1000,enn_mn,0.003030688211710041,0,0,NA,NA,-0.396,-0.011346054667354307,NA,NA
140,0,1442,0.3717452951791699,1000,enn_mn,9.618402915426751e-4,2004,0.5166279969064191,enn_mn,6.590270597237192e-4,5.058,0.14488270172724926,-3.0281323181895593e-4,-0.31482693590770694
141,0,3785,0.9772785954040796,1000,NA,NA,3732,0.9635941130906274,enn_mn,NA,-0.477,-0.013684482313452206,NA,NA
142,0,255,0.06578947368421052,1000,enn_mn,0.0011803575103437251,207,0.053405572755417956,enn_mn,0.0014942179636250608,-0.432,-0.012383900928792567,3.1386045328133565e-4,0.2659028730964216
143,0,1917,0.48791040977347927,1000,enn_mn,0.0011318772579900838,1675,0.4263171290404683,enn_mn,7.738052850677948e-4,-2.178,-0.06159328073301096,-3.58071972922289e-4,-0.3163522991513502
144,0,1957,0.49644850329781837,1000,enn_mn,0.0010029215444664246,1378,0.3495687468290208,enn_mn,6.906396156955511e-4,-5.211,-0.14687975646879758,-3.1228192877087344e-4,-0.31137224092340543
145,0,1521,0.5187585266030014,1000,enn_mn,0.001481644148814954,1401,0.47783083219645295,enn_mn,8.68801630607695e-4,-1.08,-0.04092769440654842,-6.12842518207259e-4,-0.41362328376717283
146,0,1669,0.4525488069414317,1000,enn_mn,8.243885161270074e-4,2038,0.5526030368763557,enn_mn,7.759674207475536e-4,3.321,0.10005422993492402,-4.842109537945378e-5,-0.05873577134108684
147,0,1869,0.47292510121457487,1000,enn_mn,9.139864299623088e-4,1667,0.42181174089068824,enn_mn,8.063382673508139e-4,-1.818,-0.051113360323886636,-1.0764816261149492e-4,-0.11777873180888926
148,0,3128,0.7896995708154506,1000,enn_mn,8.084837557049696e-4,3308,0.8351426407472861,enn_mn,6.28820698883222e-4,1.62,0.045443069931835445,-1.7966305682174755e-4,-0.22222222222026916
149,0,1805,0.45068664169787764,1000,enn_mn,0.0013294099935948335,2278,0.568789013732834,enn_mn,0.0011282702970718947,4.257,0.11810237203495633,-2.0113969652293885e-4,-0.1512999732904374
150,0,3741,0.928287841191067,1000,enn_mn,NA,3378,0.8382133995037221,enn_mn,NA,-3.267,-0.09007444168734491,NA,NA
151,0,3379,0.8372150644202181,1000,enn_mn,7.62245794854219e-4,3224,0.798810703666997,enn_mn,NA,-1.395,-0.03840436075322107,NA,NA
152,0,0,NA,1000,enn_mn,9.684182446742979e-4,0,NA,enn_mn,0.0012092695159548782,0,NA,2.408512712805803e-4,0.24870583821103484
153,0,2028,0.4993843880817533,1000,enn_mn,5.389891704723482e-4,499,0.12287613888204876,enn_mn,8.706319627901945e-4,-13.761,-0.3765082491997045,3.3164279231784636e-4,0.6153051127673087
154,0,3013,0.7343407262978309,1000,enn_mn,NA,2701,0.6582988057518888,NA,NA,-2.808,-0.07604192054594205,NA,NA
155,0,4074,0.989075018208303,1000,NA,NA,4098,0.9949016751638747,NA,NA,0.216,0.0058266569555717185,NA,NA
156,0,1693,1,1000,enn_mn,0.0013474729261780283,1693,1,enn_mn,0.0031543532477500066,0,0,0.0018068803215719783,1.3409399821464414
157,0,782,0.22084157017791584,1000,enn_mn,6.134080452663051e-4,632,0.17848065518215195,enn_mn,8.640122774380396e-4,-1.35,-0.04236091499576389,2.506042321717345e-4,0.40854409084728766
158,0,3146,0.8869467155342543,1000,enn_mn,7.668778912763425e-4,2815,0.793628418381731,enn_mn,5.389891704717561e-4,-2.979,-0.09331829715252327,-2.2788872080458636e-4,-0.29716428573172576
159,0,1830,0.5159289540456724,1000,enn_mn,6.214314394767842e-4,1958,0.5520157879898506,enn_mn,7.659607664784203e-4,1.152,0.03608683394417822,1.4452932700163618e-4,0.23257485511728054
160,0,1896,0.5342349957734573,1000,enn_mn,8.371525097103702e-4,1208,0.3403775711468019,enn_mn,7.423247288975114e-4,-6.192,-0.19385742462665545,-9.482778081285883e-5,-0.1132741999969234
161,0,1574,0.4438804286520023,1000,enn_mn,NA,1218,0.34348561759729274,enn_mn,6.026082121561965e-4,-3.204,-0.10039481105470954,NA,NA
162,0,3481,0.9813927262475332,1000,enn_mn,8.798404501496841e-4,3309,0.9329010431350437,enn_mn,6.026082121546077e-4,-1.548,-0.048491683112489414,-2.772322379950764e-4,-0.31509376267925837
163,0,2994,0.8438556933483653,1000,NA,NA,2947,0.830608793686584,NA,NA,-0.423,-0.013246899661781275,NA,NA
164,0,3550,1,1000,NA,NA,3542,0.9977464788732394,NA,NA,-0.072,-0.0022535211267605826,NA,NA
165,0,0,NA,1000,enn_mn,6.792233281078772e-4,0,NA,enn_mn,0.0012731192983824072,0,NA,5.9389597027453e-4,0.874375107122653
166,0,1186,0.3336146272855134,1000,NA,NA,854,0.240225035161744,NA,NA,-2.988,-0.09338959212376938,NA,NA
167,0,0,NA,1000,enn_mn,0.001334817160025573,0,NA,enn_mn,0.0032808405026609837,0,NA,0.0019460233426354108,1.4578950592739819
168,0,1095,0.3074978938500421,1000,NA,NA,797,0.2238135355237293,NA,NA,-2.682,-0.08368435832631282,NA,NA
1,1,2850,0.7905686546463245,1000,enn_mn,0.0016169675114170445,3196,0.8865464632454924,enn_mn,NA,3.114,0.09597780859916782,NA,NA
2,1,200,0.05544774050457444,1000,enn_mn,0.0011075502734605213,170,0.04713057942888827,enn_mn,0.0017358973581517233,-0.27,-0.00831716107568617,6.28347084691202e-4,0.5673305309455097
3,1,0,NA,1000,NA,NA,0,NA,NA,NA,0,NA,NA,NA
4,1,3283,0.9076582803428256,1000,enn_mn,5.389891704723482e-4,2633,0.7279513408902405,enn_mn,8.485873514261521e-4,-5.85,-0.1797069394525851,3.0959818095380393e-4,0.5744051975710099
5,1,3446,0.952723251313243,1000,enn_mn,NA,2808,0.7763339784351673,enn_mn,8.07231250640896e-4,-5.742,-0.1763892728780757,NA,NA
6,1,2292,0.6289791437980241,1000,enn_mn,6.502632207316985e-4,2117,0.5809549945115258,enn_mn,8.801384264969847e-4,-1.575,-0.04802414928649834,2.2987520576528615e-4,0.35351100667606983
7,1,3397,0.9327292696320703,1000,enn_mn,8.89286760662418e-4,2959,0.8124656781987919,enn_mn,8.430836990239503e-4,-3.942,-0.12026359143327836,-4.6203061638467745e-5,-0.05195518890222957
8,1,587,0.15847732181425486,1000,enn_mn,0.00173230513111439,816,0.2203023758099352,enn_mn,9.731645595881809e-4,2.061,0.061825053995680335,-7.59140571526209e-4,-0.43822566699773885
9,1,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
10,1,110,0.03981179876945349,1000,enn_mn,9.174966053836554e-4,134,0.04849800941006153,enn_mn,0.0012477592291631646,0.216,0.008686210640608039,3.3026262377950917e-4,0.35996059477670583
11,1,293,0.07876344086021506,1000,enn_mn,0.0018121489504299528,382,0.10268817204301076,enn_mn,0.001172793287195369,0.801,0.0239247311827957,-6.393556632345839e-4,-0.3528162864773834
12,1,1856,0.4987906476753561,1000,enn_mn,8.017604151679497e-4,1832,0.49234076861058856,enn_mn,0.0013852169753987488,-0.216,-0.006449879064767516,5.834565602307991e-4,0.727719340083133
13,1,1699,0.4562298603651987,1000,enn_mn,8.19861954589449e-4,2289,0.6146616541353384,enn_mn,8.668776109660707e-4,5.31,0.15843179377013966,4.7015656376621644e-5,0.05734582037065621
14,1,1325,0.35570469798657717,1000,enn_mn,0.0016169675114170445,1366,0.36671140939597313,enn_mn,7.035853699083088e-4,0.369,0.011006711409395964,-9.133821415087357e-4,-0.5648735271794576
15,1,928,0.2487935656836461,1000,enn_mn,0.001064997272300389,811,0.21742627345844504,enn_mn,0.0014523349142979702,-1.053,-0.03136729222520107,3.8733764199758115e-4,0.36369824794098643
16,1,640,0.17153578129187885,1000,enn_mn,0.0021200532837880324,757,0.20289466630930045,enn_mn,0.0012214080609386092,1.053,0.031358885017421595,-8.986452228494232e-4,-0.42387860235463387
17,1,1120,0.29994643813604716,1000,enn_mn,9.743042737946836e-4,1232,0.3299410819496518,enn_mn,9.190321145097434e-4,1.008,0.02999464381360467,-5.5272159284940146e-5,-0.05672987461059595
18,1,2609,0.6989016876506831,1000,enn_mn,9.527783034533929e-4,2839,0.7605143316367533,enn_mn,9.173137798726505e-4,2.07,0.06161264398607025,-3.546452358074237e-5,-0.03722221995631032
19,1,255,0.06823655338506823,1000,enn_mn,0.003906513281791486,418,0.11185442868611185,enn_mn,0.0011880725255633572,1.467,0.04361787530104362,-0.002718440756228129,-0.6958739315949491
20,1,54,0.014453961456102784,1000,enn_mn,0.005186261375772326,56,0.014989293361884369,enn_mn,0.007212377836709035,0.018,5.353319057815852e-4,0.0020261164609367095,0.39066994779741215
21,1,8,0.0021407546160021407,1000,NA,NA,8,0.0021407546160021407,NA,NA,0,0,NA,NA
22,1,717,0.19099627064464572,1000,enn_mn,0.0012185273889988343,848,0.22589238145977625,enn_mn,0.001401210726377355,1.179,0.03489611081513053,1.8268333737852063e-4,0.14992140433430617
23,1,35,0.009323388385721897,1000,enn_mn,0.0039541056421228534,33,0.008790623335109217,enn_mn,0.0028155148432425824,-0.018,-5.3276505061268e-4,-0.001138590798880271,-0.28795153744779367
24,1,1100,0.2936465563267485,1000,enn_mn,0.0019561676262644673,1286,0.3432995194874533,enn_mn,0.0019259474843536669,1.674,0.04965296316070478,-3.022014191080046e-5,-0.015448646376235855
25,1,1048,0.2795412109895972,1000,enn_mn,0.0011822183286424959,1322,0.35262736729794614,enn_mn,9.41515227309728e-4,2.466,0.07308615630834892,-2.407031013327679e-4,-0.20360291792224175
26,1,2400,0.6405124099279423,1000,enn_mn,NA,2714,0.7243127835601815,enn_mn,6.270822943358475e-4,2.826,0.08380037363223913,NA,NA
27,1,0,NA,1000,NA,NA,0,NA,NA,NA,0,NA,NA,NA
28,1,0,NA,1000,NA,NA,0,NA,NA,NA,0,NA,NA,NA
29,1,1442,0.38229056203605516,1000,enn_mn,NA,1459,0.38679745493107104,enn_mn,NA,0.153,0.004506892895015879,NA,NA
30,1,971,0.2572185430463576,1000,enn_mn,8.521476268035505e-4,869,0.23019867549668874,enn_mn,8.934935212081476e-4,-0.918,-0.02701986754966887,4.1345894404597075e-5,0.04851963803465328
31,1,3109,0.8214002642007926,1000,enn_mn,NA,3172,0.8380449141347424,enn_mn,NA,0.567,0.016644649933949762,NA,NA
32,1,201,0.05317460317460317,1000,enn_mn,0.002049145541434321,99,0.02619047619047619,enn_mn,0.0027340081677231427,-0.918,-0.026984126984126982,6.848626262888216e-4,0.33421863525098605
33,1,1678,0.445210931281507,1000,enn_mn,7.134097299503959e-4,2474,0.6564075351552136,enn_mn,5.707986913142723e-4,7.164,0.21119660387370653,-1.4261103863612366e-4,-0.1999006078120627
34,1,2960,0.7843137254901961,1000,enn_mn,8.878302894285858e-4,3029,0.8025967143614202,enn_mn,8.230614059474569e-4,0.621,0.01828298887122415,-6.476888348112895e-5,-0.07295187408261852
35,1,1259,0.33280465239228124,1000,enn_mn,0.0014393132601947648,1301,0.34390695215437483,enn_mn,0.0014580192805930727,0.378,0.011102299762093593,1.8706020398307887e-5,0.01299649000369567
36,1,1720,0.4539456320929005,1000,enn_mn,0.0010494111606704334,1933,0.5101609923462656,enn_mn,0.0010118692256361101,1.917,0.05621536025336504,-3.754193503432328e-5,-0.03577428603898114
37,1,414,0.10940803382663848,1000,enn_mn,0.0011742881161632551,510,0.13477801268498943,enn_mn,7.777057767062405e-4,0.864,0.025369978858350947,-3.965823394570146e-4,-0.33772149611184504
38,1,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
39,1,334,0.08801054018445323,1000,enn_mn,0.0011794473086562589,284,0.07483530961791832,enn_mn,0.0021516375040990733,-0.45,-0.013175230566534912,9.721901954428144e-4,0.8242760726211907
40,1,3660,0.9656992084432717,1000,enn_mn,NA,3673,0.9691292875989446,enn_mn,NA,0.117,0.0034300791556728383,NA,NA
41,1,2703,0.7128164556962026,1000,enn_mn,6.288206988844062e-4,2473,0.6521624472573839,enn_mn,NA,-2.07,-0.06065400843881863,NA,NA
42,1,12,0.0031603897814063736,1000,enn_mn,0.0013474729261808704,12,0.0031603897814063736,enn_mn,0.0013474729261808704,0,0,0,0
43,1,2025,0.5337374802319452,1000,enn_mn,8.802994404727614e-4,1840,0.4849762783342119,enn_mn,0.001155880733035,-1.665,-0.04876120189773331,2.7558129256223865e-4,0.3130540358110858
44,1,72,0.018972332015810278,1000,enn_mn,0.0015645425379585067,315,0.08300395256916997,enn_mn,0.002516856633986075,2.187,0.06403162055335969,9.523140960275684e-4,0.6086853332030175
45,1,3550,0.9359346163986291,1000,enn_mn,5.389891704723482e-4,3731,0.9836540996572634,enn_mn,7.922360987079051e-4,1.629,0.04771948325863429,2.5324692823555693e-4,0.4698553182684944
46,1,3505,0.9233403582718651,1000,enn_mn,NA,3794,0.9994731296101159,NA,NA,2.601,0.0761327713382508,NA,NA
47,1,2228,0.5867790360811167,1000,enn_mn,5.389891704723482e-4,2695,0.7097708717408481,enn_mn,8.878302894280253e-4,4.203,0.12299183565973137,3.4884111895567714e-4,0.6472135954975996
48,1,2282,0.601159114857745,1000,enn_mn,9.538342219411761e-4,2178,0.5737618545837724,enn_mn,5.389891704723482e-4,-0.936,-0.0273972602739726,-0.00041484505146882796,-0.43492363969135495
49,1,3183,0.8387351778656127,1000,enn_mn,7.297109938018213e-4,3268,0.861133069828722,enn_mn,6.026082121577853e-4,0.765,0.022397891963109262,-1.2710278164403599e-4,-0.1741823581166371
50,1,3774,0.9944664031620554,1000,enn_mn,NA,3779,0.9957839262187088,enn_mn,NA,0.045,0.0013175230566534468,NA,NA
51,1,197,0.051883065578087965,1000,enn_mn,0.0015476523850837774,147,0.03871477482222808,enn_mn,8.985755166412318e-4,-0.45,-0.013168290755859888,-6.490768684425456e-4,-0.4193944807621705
52,1,1704,0.44889357218124343,1000,enn_mn,6.927382238028412e-4,1863,0.49077976817702845,enn_mn,8.169360474880009e-4,1.431,0.041886195995785025,1.2419782368515973e-4,0.17928536266320916
53,1,89,0.02345809172377438,1000,enn_mn,0.006709709899162048,140,0.03690036900369004,enn_mn,0.00398983017290431,0.459,0.013442277279915656,-0.0027198797262577377,-0.40536472770565146
54,1,702,0.18488280221227285,1000,enn_mn,0.0015398210164796562,702,0.18488280221227285,enn_mn,9.716765455259702e-4,0,0,-5.68144470953686e-4,-0.368967863714823
55,1,396,0.10429286278641033,1000,enn_mn,0.002238264245894996,360,0.0948116934421912,enn_mn,0.001840466455771714,-0.324,-0.009481169344219123,-3.97797790123282e-4,-0.1777260173158053
56,1,1278,0.33649289099526064,1000,enn_mn,9.456990162186538e-4,1815,0.47788309636650866,enn_mn,0.001549253516012793,4.833,0.14139020537124802,6.035544997941392e-4,0.638209926671418
57,1,689,0.1817462410973358,1000,enn_mn,0.0013432824476099059,434,0.1144816671063044,enn_mn,0.0016996664707284817,-2.295,-0.0672645739910314,3.563840231185758e-4,0.2653083301674102
58,1,2601,0.6837539432176656,1000,enn_mn,7.637430243334535e-4,2605,0.6848054679284963,enn_mn,8.21417603442762e-4,0.036,0.001051524710830698,5.767457910930843e-5,0.0755156869152987
59,1,960,0.25263157894736843,1000,enn_mn,0.0015895276284960671,758,0.1994736842105263,enn_mn,0.001141663607991676,-1.818,-0.053157894736842126,-4.4786402050439123e-4,-0.2817591921495181
60,1,171,0.044952681388012616,1000,enn_mn,0.0018176185232991547,629,0.16535226077812828,enn_mn,0.0017329203175248764,4.122,0.12039957939011567,-8.469820577427828e-5,-0.04659844994346932
61,1,2768,0.7276550998948476,1000,enn_mn,6.026082121551373e-4,2743,0.7210830704521556,enn_mn,6.026082121557994e-4,-0.225,-0.006572029442691973,6.62013846519649e-16,1.0985808576223288e-12
62,1,2669,0.7018143570865106,1000,enn_mn,6.926220809800717e-4,2629,0.6912963449907967,enn_mn,6.478174804490605e-4,-0.36,-0.010518012095713902,-4.480460053101116e-5,-0.06468838023126827
63,1,463,0.12177801157285639,1000,enn_mn,0.0013338497330073374,573,0.1507101525512888,enn_mn,0.0012742027581252213,0.99,0.028932140978432414,-5.964697488211601e-5,-0.04471791192523176
64,1,86,0.022625624835569586,1000,enn_mn,0.0026540805112468782,613,0.161273349118653,enn_mn,0.0010855933118855798,4.743,0.1386477242830834,-0.0015684871993612984,-0.5909719741788949
65,1,187,0.04914586070959264,1000,enn_mn,0.0025961918170335305,637,0.16741130091984233,enn_mn,0.0010622508489074153,4.05,0.11826544021024968,-0.0015339409681261152,-0.5908426943117139
66,1,1011,0.26528470217790606,1000,enn_mn,0.0013566871170738336,714,0.18735240094463396,enn_mn,0.0015806178999789727,-2.673,-0.0779323012332721,2.2393078290513916e-4,0.16505705706716195
67,1,3150,0.8269887109477553,1000,enn_mn,8.08483755707338e-4,3171,0.8325019690207404,enn_mn,8.50896450163362e-4,0.189,0.005513258072985083,4.241269445602396e-5,0.05245955055574039
68,1,53,0.013940031562335612,1000,enn_mn,0.0022990307289202207,17,0.004471330878485008,enn_mn,0.0031306319927506786,-0.324,-0.009468700683850605,8.316012638304579e-4,0.36171820296679275
69,1,2182,0.5736067297581493,1000,enn_mn,6.38903963806906e-4,2532,0.6656151419558359,enn_mn,0.0016169675114170445,3.15,0.09200841219768663,9.780635476101386e-4,1.530845953408008
70,1,636,0.16736842105263158,1000,enn_mn,0.0011398798804019559,569,0.14973684210526317,enn_mn,0.003541985573910762,-0.603,-0.017631578947368415,0.002402105693508806,2.1073323029982345
71,1,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
72,1,3746,0.9839768846861046,1000,enn_mn,NA,3642,0.9566587864460205,enn_mn,NA,-0.936,-0.02731809824008402,NA,NA
73,1,62,0.016281512605042018,1000,enn_mn,0.0010227467558445984,115,0.030199579831932773,enn_mn,9.527128807264722e-4,0.477,0.013918067226890755,-7.003387511812624e-5,-0.06847626229847222
74,1,3515,0.923784494086728,1000,enn_mn,NA,3449,0.9064388961892247,enn_mn,NA,-0.594,-0.01734559789750334,NA,NA
75,1,968,0.25453589271627663,1000,enn_mn,0.0011917909985036466,862,0.22666316066263476,enn_mn,0.0013522189321309493,-0.954,-0.02787273205364188,1.6042793362730273e-4,0.1346107948698455
76,1,2581,0.6784963196635121,1000,enn_mn,6.712333933391209e-4,2480,0.6519453207150369,enn_mn,0.0011103800311557937,-0.909,-0.026550998948475235,4.391466378166728e-4,0.6542383650373708
77,1,148,0.03885534260960882,1000,enn_mn,0.0016220126925498616,0,0,NA,NA,-1.332,-0.03885534260960882,NA,NA
78,1,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
79,1,405,0.24338942307692307,1000,enn_mn,0.0013970200325058911,450,0.2704326923076923,enn_mn,0.0010666249619142754,0.405,0.027043269230769218,-3.303950705916157e-4,-0.2364998803911013
80,1,3757,0.9847968545216251,1000,enn_mn,NA,3775,0.9895150720838795,enn_mn,NA,0.162,0.004718217562254323,NA,NA
81,1,956,0.2509186351706037,1000,enn_mn,0.0017004642646104046,861,0.22598425196850394,enn_mn,0.001128873574291775,-0.855,-0.024934383202099758,-5.715906903186296e-4,-0.33613801960700856
82,1,1259,0.5793833410032213,1000,enn_mn,7.553328579991592e-4,1391,0.6401288541187299,enn_mn,NA,1.188,0.060745513115508576,NA,NA
83,1,155,0.04067173970086591,1000,enn_mn,0.001675186483857582,287,0.07530831802676463,enn_mn,0.0012105969390263387,1.188,0.03463657832589872,-4.6458954483124333e-4,-0.2773360156066905
84,1,0,0,1000,NA,NA,0,0,NA,NA,0,0,NA,NA
